"Superkingdom","Kingdom","Phylum","Class","Order","Family","Genus","Species","COG_Name","COG_Category"
"Bacteria","Unknown","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides thetaiotaomicron","Glutamyl- or glutaminyl-tRNA synthetase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Cyanobacteria","Unknown","Chroococcales","Unknown","Acaryochloris","Acaryochloris marina","DNA-directed RNA polymerase, alpha subunit/40 kD subunit","Transcription"
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","Rhizobium etli","Ribosomal protein L19","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Leifsonia","Leifsonia xyli subsp. xyli str. CTCB07","Pyruvate kinase","Carbohydrate transport and metabolism"
"Eukaryota","Fungi","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Unknown","Unknown","Unknown","Unknown","tRNA G37 N-methylase TrmD","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Ribosomal protein L30/L7E","Translation, ribosomal structure and biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Penicillium","Penicillium chrysogenum","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthe","Magnaporthe oryzae","Ribosomal protein L10","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE","Lipid transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri","Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit","Replication, recombination and repair"
"Eukaryota","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","FoF1-type ATP synthase, beta subunit","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum gloeosporioides","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Aspergillus fumigatus","Pyridoxal biosynthesis lyase PdxS","Coenzyme transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","DNA-directed RNA polymerase, beta' subunit/160 kD subunit","Transcription"
"Eukaryota","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Emericella","Emericella nidulans","Leucyl-tRNA synthetase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Catalase (peroxidase I)","Inorganic ion transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Naumovozyma","Naumovozyma castellii","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus","Outer membrane murein-binding lipoprotein Lpp","Cell wall/membrane/envelope biogenesis"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma harzianum","Ribosomal protein S11","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter sphaeroides","",""
"Eukaryota","Fungi","Ascomycota","Leotiomycetes","Unknown","Erysiphaceae","Blumeria","Blumeria graminis","",""
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium bovis","",""
"Bacteria","Unknown","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfotalea","Desulfotalea psychrophila","Adenylosuccinate synthase","Nucleotide transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","Myosin heavy chain","General function prediction only"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Leucyl-tRNA synthetase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","Ajellomyces","Ajellomyces capsulatus","",""
"Viruses","Unknown","Unknown","Unknown","Caudovirales","Myoviridae","Unknown","Enterococcus phage phiEF24C","",""
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Mycobacterium marinum","DNA-directed RNA polymerase, beta' subunit/160 kD subunit","Transcription"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","dsDNA-specific endonuclease/ATPase MutS2","Replication, recombination and repair"
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","Ribonucleotide reductase alpha subunit","Nucleotide transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","Ribosomal protein S8","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Bacteria","Unknown","Cyanobacteria","Unknown","Chroococcales","Unknown","Thermosynechococcus","Thermosynechococcus elongatus","Ribosomal protein S13","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eremothecium","Eremothecium gossypii","N-acetyl-gamma-glutamylphosphate reductase","Amino acid transport and metabolism"
"Viruses","Unknown","Unknown","Unknown","Unknown","Togaviridae","Alphavirus","Mayaro virus","FoF1-type ATP synthase, beta subunit","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Unknown","Thymidylate kinase","Nucleotide transport and metabolism"
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","Ribosomal protein S7","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces hansenii","",""
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Oligotropha","Oligotropha carboxidovorans","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Unknown","Unknown","Translation elongation factor EF-G, a GTPase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus","Ribosomal protein S3","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium tetani","Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Chaperonin GroEL (HSP60 family)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhizobiales","Brucellaceae","Brucella","Brucella canis","Ribosomal protein S17","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Magnesium-transporting ATPase (P-type)","Inorganic ion transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Aspergillus fumigatus","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Glutamyl- or glutaminyl-tRNA synthetase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthe","Magnaporthe oryzae","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","ATP sulfurylase (sulfate adenylyltransferase)","Inorganic ion transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Arthroderma","Arthroderma benhamiae","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium verticillioides","Cytidylate kinase","Nucleotide transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Emericella","Emericella nidulans","Phosphoribosylaminoimidazole (AIR) synthetase","Nucleotide transport and metabolism"
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus","Rhodococcus rhodochrous","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Bacteria","Unknown","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia pseudomallei","",""
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Ribosomal protein L30/L7E","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Citrate synthase","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Emericella","Emericella nidulans","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Unknown","Candida","Candida albicans","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Aspergillus niger","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","Biotin synthase or related enzyme","Coenzyme transport and metabolism"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Ribosomal protein L19","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus","Rhodococcus rhodochrous","Molecular chaperone DnaK (HSP70)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","3-phosphoglycerate kinase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Proteobacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Ribosomal protein S3","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocella","Methylocella silvestris","Ribosomal protein S17","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Emericella","Emericella nidulans","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bartonellaceae","Bartonella","Bartonella bacilliformis","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)","Posttranslational modification, protein turnover, chaperones"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Unknown","Candida","Candida albicans","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","",""
"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Davidiellaceae","Davidiella","Davidiella tassiana","Glucose-6-phosphate isomerase","Carbohydrate transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces hansenii","FoF1-type ATP synthase, beta subunit","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit","Translation, ribosomal structure and biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Ribosomal protein S13","Translation, ribosomal structure and biogenesis"
"Eukaryota","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","DNA-directed RNA polymerase, beta subunit/140 kD subunit","Transcription"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis cinerea","",""
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)","Energy production and conversion"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Carbamoylphosphate synthase large subunit","Amino acid transport and metabolism;Nucleotide transport and metabolism"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","tRNA U38,U39,U40 pseudouridine synthase TruA","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium graminearum","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Threonyl-tRNA synthetase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Unknown","Blastobotrys","Blastobotrys adeninivorans","Ribosomal protein S4 or related protein","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Succinyl-CoA synthetase, beta subunit","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Penicillium","Penicillium citrinum","Glutamyl- or glutaminyl-tRNA synthetase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Arthroderma","Arthroderma benhamiae","Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins","Cell wall/membrane/envelope biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Ribosomal protein S21","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","Ribosomal protein S21","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Ribosomal protein S9","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Cronobacter","Cronobacter sakazakii","",""
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis","Transcription factor homologous to NACalpha-BTF3","Transcription"
"Eukaryota","Fungi","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Unknown","Unknown","Ribosomal protein S1","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Unknown","Blastobotrys","Blastobotrys adeninivorans","Ribosomal protein L11","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternata","Ribosomal protein S3AE","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter concisus","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Emericella","Emericella nidulans","ATP sulfurylase (sulfate adenylyltransferase)","Inorganic ion transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Bacteria","Unknown","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Leptospira","Leptospira interrogans","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae","Yarrowia","Yarrowia lipolytica","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","Glutamyl-tRNA reductase","Coenzyme transport and metabolism"
"Bacteria","Unknown","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia","Delftia acidovorans","Glutamate 5-kinase","Amino acid transport and metabolism"
"Bacteria","Unknown","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","Unknown","Ribosomal protein S13","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Spirochaetes","Spirochaetia","Spirochaetales","Leptospiraceae","Leptospira","Leptospira interrogans","Translation elongation factor EF-Ts","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Arginyl-tRNA synthetase","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Shigella","Shigella sonnei","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Emericella","Emericella nidulans","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Aspergillus terreus","Ribosomal protein L22","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Unknown","Molecular chaperone DnaK (HSP70)","Posttranslational modification, protein turnover, chaperones"
"Bacteria","Unknown","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus","Ribosomal protein L22","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Eremothecium","Eremothecium gossypii","Co-chaperonin GroES (HSP10)","Posttranslational modification, protein turnover, chaperones"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Unknown","Unknown","Unknown","Unknown","Ribosomal protein S4 or related protein","Translation, ribosomal structure and biogenesis"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus plantarum","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","Beta-galactosidase/beta-glucuronidase","Carbohydrate transport and metabolism"
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","Ajellomyces","Ajellomyces capsulatus","Ribosomal protein L21","Translation, ribosomal structure and biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Glycerol kinase","Energy production and conversion"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Bacteria","Unknown","Cyanobacteria","Unknown","Chroococcales","Unknown","Synechocystis","Synechocystis sp. PCC 6803","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","",""
"Eukaryota","Fungi","Unknown","Unknown","Mucorales","Mucoraceae","Rhizopus","Rhizopus niveus","Folate-dependent tRNA-U54 methylase TrmFO/GidA","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","UDP-N-acetylmuramyl tripeptide synthase","Cell wall/membrane/envelope biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Enolase","Carbohydrate transport and metabolism"
"Bacteria","Unknown","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri","",""
"Bacteria","Unknown","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus denitrificans","",""
"Eukaryota","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Thiol-disulfide isomerase or thioredoxin","Posttranslational modification, protein turnover, chaperones"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Translation elongation factor EF-G, a GTPase","Translation, ribosomal structure and biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Translation elongation factor EF-Tu, a GTPase","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Ribosomal protein L21","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Outer membrane murein-binding lipoprotein Lpp","Cell wall/membrane/envelope biogenesis"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Bacteria","Unknown","Cyanobacteria","Unknown","Chroococcales","Unknown","Synechocystis","Synechocystis sp. PCC 6803","Succinyl-CoA synthetase, alpha subunit","Energy production and conversion"
"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Eukaryota","Fungi","Ascomycota","Unknown","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Schizosaccharomycetes","Schizosaccharomycetales","Schizosaccharomycetaceae","Schizosaccharomyces","Schizosaccharomyces pombe","",""
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium oxysporum","",""
"Bacteria","Unknown","Proteobacteria","Betaproteobacteria","Burkholderiales","Unknown","Leptothrix","Leptothrix cholodnii","Ribosomal protein S8","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","",""
"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","Unknown","Unknown","Unknown","Unknown","",""
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","Ribosomal protein L7/L12","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Unknown","Unknown","",""
"Archaea","Unknown","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanocaldococcus","Methanocaldococcus jannaschii","Ribosomal protein L22","Translation, ribosomal structure and biogenesis"
"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE","Replication, recombination and repair"
"Eukaryota","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Glutamine amidotransferase PdxT (pyridoxal biosynthesis)","Coenzyme transport and metabolism"
